# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	503042	503746	-	OBIBPL_00470		hypothetical protein	PFAM:PF01182.26
contig_1	cds	503807	505354	-	OBIBPL_00471		Glucose-6-phosphate 1-dehydrogenase	SO:0001217, UniRef:UniRef50_O83491
contig_1	cds	505426	506031	-	OBIBPL_00472		DUF2715 domain-containing protein	SO:0001217, UniRef:UniRef50_O83492
contig_1	cds	506213	506701	+	OBIBPL_00473		hypothetical protein	
contig_1	cds	506733	508982	+	OBIBPL_00474		TIGR03545 family protein	SO:0001217, UniRef:UniRef50_F7XST7
contig_1	cds	509049	510173	-	OBIBPL_00475		Uncharacterized protein TP_0483	SO:0001217, UniRef:UniRef50_O83496
contig_1	cds	510160	512082	-	OBIBPL_00476		Uncharacterized protein TP_0484	SO:0001217, UniRef:UniRef50_O83497
contig_1	cds	512069	513913	-	OBIBPL_00477		hypothetical protein	PFAM:PF00211.25, PFAM:PF00672.30
contig_1	cds	513910	515505	-	OBIBPL_00478		Antigen, p83/100	SO:0001217, UniRef:UniRef50_O83499
contig_1	cds	515594	517615	-	OBIBPL_00479		hypothetical protein	PFAM:PF13360.12, SO:0001217, UniRef:UniRef50_F7XSU2
contig_1	cds	517694	520003	+	OBIBPL_00480		Methyl-accepting chemotaxis protein	SO:0001217, UniRef:UniRef50_S3LQU2
contig_1	tRNA	520116	520190	+	OBIBPL_00481	trnT	tRNA-Thr(tgt)	SO:0000270
contig_1	tRNA	520200	520281	+	OBIBPL_00482	trnY	tRNA-Tyr(gta)	SO:0000272
contig_1	cds	520463	521431	+	OBIBPL_00483		Metallo-beta-lactamase domain-containing protein	SO:0001217, UniRef:UniRef50_O83502
contig_1	cds	521428	521616	+	OBIBPL_00484		hypothetical protein	
contig_1	cds	521623	522678	+	OBIBPL_00485		Endolytic murein transglycosylase	SO:0001217, UniRef:UniRef50_O83504
contig_1	cds	522682	524499	+	OBIBPL_00486		DNA primase	SO:0001217, UniRef:UniRef50_O83505
contig_1	cds	524499	526331	+	OBIBPL_00487	rpoD	RNA polymerase sigma factor RpoD	SO:0001217, UniRef:UniRef50_A0A098R2B9
contig_1	cds	526341	527162	+	OBIBPL_00488		hypothetical protein	PFAM:PF02591.20
contig_1	ncRNA	527183	527525	+	OBIBPL_00489	RNaseP_bact_a	Bacterial RNase P class A	RFAM:RF00010, SO:0000386
contig_1	cds	527537	528481	+	OBIBPL_00490		Tetratricopeptide repeat protein	SO:0001217, UniRef:UniRef50_O83509
contig_1	cds	528494	529528	+	OBIBPL_00491	mreB	Cell shape-determining protein MreB	SO:0001217, UniRef:UniRef50_A0A6N2UAA3
contig_1	cds	529533	530396	+	OBIBPL_00492	mreC	Cell shape-determining protein MreC	SO:0001217, UniRef:UniRef50_F7XSV0
contig_1	cds	530393	530899	+	OBIBPL_00493		hypothetical protein	
contig_1	cds	530900	532774	+	OBIBPL_00494		Peptidoglycan glycosyltransferase	SO:0001217, UniRef:UniRef50_H7EM86
contig_1	cds	532771	534072	+	OBIBPL_00495	rodA	Peptidoglycan glycosyltransferase RodA	SO:0001217, UniRef:UniRef50_U1FLW8
contig_1	cds	534098	534994	+	OBIBPL_00496		hypothetical protein	PFAM:PF00023.36, PFAM:PF12796.13, PFAM:PF13606.12, PFAM:PF13637.12, PFAM:PF13857.12
contig_1	cds	534994	535536	+	OBIBPL_00497		hypothetical protein	
contig_1	cds	535667	537001	-	OBIBPL_00498		Hexokinase	SO:0001217, UniRef:UniRef50_F7XSV6
contig_1	tRNA	537361	537433	+	OBIBPL_00499	trnK	tRNA-Lys(ctt)	SO:0000265
contig_1	tRNA	537493	537573	+	OBIBPL_00500	trnL	tRNA-Leu(tag)	SO:0000264
contig_1	tRNA	537584	537655	+	OBIBPL_00501	trnG	tRNA-Gly(gcc)	SO:0000260
contig_1	cds	537736	539064	+	OBIBPL_00502		Trigger factor	SO:0001217, UniRef:UniRef50_O83519
contig_1	cds	539057	539668	+	OBIBPL_00503		ATP-dependent Clp protease proteolytic subunit	SO:0001217, UniRef:UniRef50_A0A1X9SQ81
contig_1	cds	539655	540902	+	OBIBPL_00504	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	SO:0001217, UniRef:UniRef50_A0A4Q3SQQ7
contig_1	cds	540999	541565	+	OBIBPL_00505		Alkyl hydroperoxide reductase C	SO:0001217, UniRef:UniRef50_P0AE08
contig_1	cds	541746	543554	-	OBIBPL_00506		Elongation factor 4	SO:0001217, UniRef:UniRef50_O83523
contig_1	cds	543620	544231	+	OBIBPL_00507		CarD-like/TRCF RNAP-interacting domain-containing protein	SO:0001217, UniRef:UniRef50_S3L8C6
contig_1	cds	544228	545475	+	OBIBPL_00508		Bifunctional enzyme IspD/IspF	SO:0001217, UniRef:UniRef50_O83525
contig_1	cds	545495	546949	+	OBIBPL_00509		Trk family potassium (K+) transporter, membrane protein	SO:0001217, UniRef:UniRef50_F7XRD5
contig_1	cds	547015	549945	+	OBIBPL_00510		UvrABC system protein A	SO:0001217, UniRef:UniRef50_O83527
contig_1	cds	549942	552917	+	OBIBPL_00511	lptD	LptD C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H3BKN6
contig_1	cds	552931	554511	-	OBIBPL_00512	murJ	putative lipid II flippase MurJ	SO:0001217, UniRef:UniRef50_O83529
contig_1	cds	554508	555098	-	OBIBPL_00513	ruvC	Crossover junction endodeoxyribonuclease RuvC	SO:0001217, UniRef:UniRef50_O83530
contig_1	cds	555080	555772	-	OBIBPL_00514		Thiamine diphosphokinase	SO:0001217, UniRef:UniRef50_O83531
contig_1	cds	555769	557145	-	OBIBPL_00515		Sigma-54 factor interaction domain-containing protein	SO:0001217, UniRef:UniRef50_M2BGQ4
contig_1	cds	557155	558345	-	OBIBPL_00516		histidine kinase	SO:0001217, UniRef:UniRef50_C8PS47
contig_1	cds	558342	559613	-	OBIBPL_00517		DNA-directed DNA polymerase III gamma and tau subunits	SO:0001217, UniRef:UniRef50_F7XSW9
contig_1	cds	559624	560103	-	OBIBPL_00518		hypothetical protein	
contig_1	cds	560100	561254	-	OBIBPL_00519		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	SO:0001217, UniRef:UniRef50_Q73L91
contig_1	cds	561258	563903	-	OBIBPL_00520		Lon protease	SO:0001217, UniRef:UniRef50_C8PTN6
contig_1	cds	564039	564602	+	OBIBPL_00521		Elongation factor P	SO:0001217, UniRef:UniRef50_O83537
contig_1	cds	564750	566756	+	OBIBPL_00522		RNA helicase	SO:0001217, UniRef:UniRef50_O83538
contig_1	cds	566804	567433	-	OBIBPL_00523		hypothetical protein	
contig_1	cds	567528	568970	-	OBIBPL_00524		V-type ATP synthase beta chain	SO:0001217, UniRef:UniRef50_A0A373Q7I8
contig_1	cds	568967	570784	-	OBIBPL_00525		V-type ATP synthase alpha chain 2	SO:0001217, UniRef:UniRef50_O83541
contig_1	cds	570781	571407	-	OBIBPL_00526		hypothetical protein	
contig_1	cds	571413	571730	-	OBIBPL_00527		hypothetical protein	
contig_1	cds	571752	572048	-	OBIBPL_00528		hypothetical protein	PFAM:PF00137.26
contig_1	cds	572050	573735	-	OBIBPL_00529		hypothetical protein	
contig_1	cds	573728	574753	-	OBIBPL_00530		hypothetical protein	
contig_1	cds	574757	575041	-	OBIBPL_00531		hypothetical protein	
contig_1	cds	575098	575508	-	OBIBPL_00532		hypothetical protein	
contig_1	cds	575663	576412	-	OBIBPL_00533		Triosephosphate isomerase	SO:0001217, UniRef:UniRef50_A0A1B3B858
contig_1	cds	576563	577819	-	OBIBPL_00534		Phosphoglycerate kinase	SO:0001217, UniRef:UniRef50_O83549
contig_1	tRNA	578037	578109	+	OBIBPL_00535	trnN	tRNA-Asn(gtt)	SO:0000257
contig_1	cds	578295	578660	+	OBIBPL_00536		Anti-sigma factor antagonist	SO:0001217, UniRef:UniRef50_A0A1V5WP12
contig_1	cds	578790	579749	+	OBIBPL_00537		GTPase Era	SO:0001217, UniRef:UniRef50_O83552
contig_1	cds	579746	581467	-	OBIBPL_00538		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase	SO:0001217, UniRef:UniRef50_Q9EZ02
contig_1	cds	581526	582209	-	OBIBPL_00539		hypothetical protein	PFAM:PF00633.29, PFAM:PF01330.27, PFAM:PF14520.12, PFAM:PF21176.3
contig_1	cds	582251	584125	-	OBIBPL_00540		hypothetical protein	PFAM:PF03372.29
contig_1	cds	584150	585214	-	OBIBPL_00541	mglB	D-galactose/methyl-galactoside binding periplasmic protein MglB	SO:0001217, UniRef:UniRef50_O83556
contig_1	cds	585275	586990	-	OBIBPL_00542		Periplasmic serine protease, putative	SO:0001217, UniRef:UniRef50_O83557
contig_1	cds	586987	588048	-	OBIBPL_00543		4-hydroxy-3-methylbut-2-enyl diphosphate reductase	SO:0001217, UniRef:UniRef50_O83558
contig_1	cds	588257	589534	+	OBIBPL_00544		UPF0164 protein TP_0548	SO:0001217, UniRef:UniRef50_O83559
contig_1	cds	589684	592128	+	OBIBPL_00545	clpA	ClpA	SO:0001217, UniRef:UniRef50_E9KYV3
contig_1	cds	592169	593656	-	OBIBPL_00546	mnmE	tRNA modification GTPase MnmE	SO:0001217, UniRef:UniRef50_O83561
contig_1	cds	593660	594748	-	OBIBPL_00547		Phosphatase	SO:0001217, UniRef:UniRef50_O83562
contig_1	cds	594761	595294	-	OBIBPL_00548		Uncharacterized protein TP_0552	SO:0001217, UniRef:UniRef50_O83563
contig_1	tRNA	595370	595441	-	OBIBPL_00549	trnC	tRNA-Cys(gca)	SO:0000258
contig_1	cds	595538	596749	+	OBIBPL_00550		Putative transport protein TP_0553	SO:0001217, UniRef:UniRef50_O83564
contig_1	cds	596793	597452	+	OBIBPL_00551		HAD-superfamily hydrolase, subfamily IA	SO:0001217, UniRef:UniRef50_Q73J60
contig_1	cds	597526	598707	-	OBIBPL_00552		DAACS family dicarboxylate/amino acid:sodium (Na+) or proton (H+) symporter	SO:0001217, UniRef:UniRef50_F7XT06
contig_1	cds	598930	599922	-	OBIBPL_00553		Aspartate--ammonia ligase	SO:0001217, UniRef:UniRef50_P00963
contig_1	cds	600027	600740	+	OBIBPL_00554		DUF1007 domain-containing protein	SO:0001217, UniRef:UniRef50_C8PSP8
contig_1	cds	600770	601678	+	OBIBPL_00555		Nickel/cobalt efflux system	SO:0001217, UniRef:UniRef50_F7XT09
contig_1	cds	601740	602945	+	OBIBPL_00556		putative tRNA sulfurtransferase	SO:0001217, UniRef:UniRef50_O83570
contig_1	cds	602998	604983	-	OBIBPL_00557		Transketolase	SO:0001217, UniRef:UniRef50_O83571
contig_1	cds	605094	605945	-	OBIBPL_00558		hypothetical protein	PFAM:PF04536.20
contig_1	cds	606116	607252	+	OBIBPL_00559		N-acetylneuraminate synthase	SO:0001217, UniRef:UniRef50_F7XT13
contig_1	cds	607249	607656	+	OBIBPL_00560		J domain-containing protein	SO:0001217, UniRef:UniRef50_O83574
contig_1	cds	607653	609689	+	OBIBPL_00561		Uncharacterized protein TP_0564	SO:0001217, UniRef:UniRef50_O83575
contig_1	cds	609571	610788	-	OBIBPL_00562		hypothetical protein	
contig_1	cds	610802	612289	-	OBIBPL_00563		Alginate O-acetylation protein	SO:0001217, UniRef:UniRef50_F7XRE0
contig_1	cds	612321	612941	-	OBIBPL_00564		hypothetical protein	
contig_1	cds	613020	613652	-	OBIBPL_00565		2-dehydro-3-deoxy-phosphogluconate aldolase	SO:0001217, UniRef:UniRef50_A0A800JEI1
contig_1	cds	613774	616014	-	OBIBPL_00566		Xaa-Pro aminopeptidase	SO:0001217, UniRef:UniRef50_F7XT17
contig_1	cds	616123	616908	-	OBIBPL_00567		TPM domain-containing protein	SO:0001217, UniRef:UniRef50_O83580
contig_1	cds	616995	617609	-	OBIBPL_00568	lemA	LemA family protein	SO:0001217, UniRef:UniRef50_S3K4E6
contig_1	cds	617678	618760	-	OBIBPL_00569		hypothetical protein	PFAM:PF01794.25, PFAM:PF04205.19
contig_1	cds	618870	620174	-	OBIBPL_00570		Putative DD-carboxypeptidase TP_0574	SO:0001217, UniRef:UniRef50_P29723
contig_1	cds	620286	622343	+	OBIBPL_00571		Phosphoenolpyruvate-protein phosphotransferase	SO:0001217, UniRef:UniRef50_F7XT20
contig_1	cds	622406	623512	+	OBIBPL_00572		Peptide chain release factor 2	SO:0001217, UniRef:UniRef50_B0KBU6
contig_1	cds	623479	625248	+	OBIBPL_00573		Uncharacterized protein TP_0577	SO:0001217, UniRef:UniRef50_O83586
contig_1	cds	625261	626142	+	OBIBPL_00574		hypothetical protein	PFAM:PF00448.28, PFAM:PF02881.24
contig_1	cds	626139	626915	+	OBIBPL_00575		hypothetical protein	
contig_1	cds	626908	628197	+	OBIBPL_00576		ABC3 transporter permease protein domain-containing protein	SO:0001217, UniRef:UniRef50_M2BQ49
contig_1	cds	628190	628870	+	OBIBPL_00577	lolD	Lipoprotein-releasing system ATP-binding protein LolD	SO:0001217, UniRef:UniRef50_F5YM16
contig_1	cds	628867	630354	+	OBIBPL_00578		Lipoprotein ABC superfamily ATP binding cassette transporter, membrane protein	SO:0001217, UniRef:UniRef50_F7XT27
contig_1	cds	630450	631859	+	OBIBPL_00579		Uncharacterized protein TP_0584	SO:0001217, UniRef:UniRef50_O83593
contig_1	cds	631852	633495	+	OBIBPL_00580		Oligopeptide ABC superfamily ATP binding cassette transporter, membrane/binding protein	SO:0001217, UniRef:UniRef50_F7XRE5
contig_1	cds	633584	636220	+	OBIBPL_00581		Leucine--tRNA ligase	SO:0001217, UniRef:UniRef50_A4IRY3
contig_1	cds	636200	637222	-	OBIBPL_00582		hypothetical protein	PFAM:PF21694.2
contig_1	cds	637310	637576	-	OBIBPL_00583		hypothetical protein	PFAM:PF00381.24
contig_1	cds	637621	638655	-	OBIBPL_00584		HPr kinase/phosphorylase	SO:0001217, UniRef:UniRef50_O83600
contig_1	tRNA	638759	638831	+	OBIBPL_00585	trnR	tRNA-Arg(cct)	SO:0001036
contig_1	tRNA	638842	638916	-	OBIBPL_00586	trnP	tRNA-Pro(cgg)	SO:0000268
contig_1	tRNA	638968	639041	-	OBIBPL_00587	trnD	tRNA-Asp(gtc)	SO:0000256
contig_1	tRNA	639111	639183	-	OBIBPL_00588	trnM	tRNA-Met(cat)	SO:0000266
contig_1	cds	639343	640845	+	OBIBPL_00589		Peptidase M15C domain-containing protein	SO:0001217, UniRef:UniRef50_O83601
contig_1	cds	640896	642815	+	OBIBPL_00590		Uncharacterized protein TP_0593	SO:0001217, UniRef:UniRef50_O83602
contig_1	cds	642850	643437	-	OBIBPL_00591		DUF2147 domain-containing protein	SO:0001217, UniRef:UniRef50_O83603
contig_1	cds	643540	644175	-	OBIBPL_00592		hypothetical protein	PFAM:PF00406.28, PFAM:PF05191.20, PFAM:PF13207.12
contig_1	cds	644199	645311	-	OBIBPL_00593		Poly(A) polymerase	SO:0001217, UniRef:UniRef50_A0A0B7GWZ2
contig_1	cds	645419	647539	-	OBIBPL_00594		Uncharacterized protein TP_0598	SO:0001217, UniRef:UniRef50_O83607
contig_1	cds	647520	648173	-	OBIBPL_00595		hypothetical protein	
contig_1	cds	648183	649535	-	OBIBPL_00596		Putative zinc metalloprotease TP_0600	SO:0001217, UniRef:UniRef50_O83609
contig_1	cds	649532	650662	-	OBIBPL_00597		1-deoxy-D-xylulose 5-phosphate reductoisomerase	SO:0001217, UniRef:UniRef50_O83610
contig_1	cds	650659	651522	-	OBIBPL_00598		Phosphatidate cytidylyltransferase	SO:0001217, UniRef:UniRef50_O83611
contig_1	cds	651519	652205	-	OBIBPL_00599		Isoprenyl transferase	SO:0001217, UniRef:UniRef50_A0A2G6I0Y2
contig_1	cds	652211	652762	-	OBIBPL_00600		Ribosome-recycling factor	SO:0001217, UniRef:UniRef50_B8DSA1
contig_1	cds	652866	653738	-	OBIBPL_00601		Elongation factor Ts	SO:0001217, UniRef:UniRef50_O83614
contig_1	cds	653829	654704	-	OBIBPL_00602		Small ribosomal subunit protein uS2	SO:0001217, UniRef:UniRef50_A5N828
contig_1	tRNA	654901	654974	+	OBIBPL_00603	trnR	tRNA-Arg(ccg)	SO:0001036
contig_1	cds	655069	655797	-	OBIBPL_00604		Uncharacterized protein TP_0608	SO:0001217, UniRef:UniRef50_O83617
contig_1	cds	656061	657848	+	OBIBPL_00605		Asparagine--tRNA ligase	SO:0001217, UniRef:UniRef50_O83618
contig_1	cds	657858	659939	+	OBIBPL_00606		Tpr protein H	SO:0001217, UniRef:UniRef50_F7XT50
contig_1	cds	660081	660860	+	OBIBPL_00607		ABC superfamily ATP binding cassette transporter, ABC protein	SO:0001217, UniRef:UniRef50_F7XT51
contig_1	cds	660941	662380	+	OBIBPL_00608	sufB	Fe-S cluster assembly protein SufB	SO:0001217, UniRef:UniRef50_A0A3G9KAX6
contig_1	cds	662407	663555	+	OBIBPL_00609		SUF system FeS cluster assembly SufBD core domain-containing protein	SO:0001217, UniRef:UniRef50_O83622
contig_1	cds	663552	664766	+	OBIBPL_00610		hypothetical protein	PFAM:PF00155.27, PFAM:PF00266.25, PFAM:PF01041.23
contig_1	cds	664817	665260	+	OBIBPL_00611		Nitrogen fixation protein (NifU)	SO:0001217, UniRef:UniRef50_O83624
contig_1	cds	665257	666045	+	OBIBPL_00612		Ribose-5-phosphate isomerase A	SO:0001217, UniRef:UniRef50_O83625
contig_1	cds	666071	666343	-	OBIBPL_00613		hypothetical protein	PFAM:PF10895.14
contig_1	cds	666432	666776	-	OBIBPL_00614		Uncharacterized protein TP_0618	SO:0001217, UniRef:UniRef50_O83627
contig_1	cds	666942	668684	-	OBIBPL_00615		hypothetical protein	PFAM:PF02722.21
contig_1	cds	668827	669123	+	OBIBPL_00616		hypothetical protein	
contig_1	cds	669272	671053	-	OBIBPL_00617		Tetratricopeptide repeat protein	SO:0001217, UniRef:UniRef50_O83630
contig_1	cds	671217	672809	+	OBIBPL_00618		hypothetical protein	PFAM:PF01464.25, PFAM:PF01476.26
contig_1	cds	672813	674240	+	OBIBPL_00619		OmpA-like domain-containing protein	SO:0001217, UniRef:UniRef50_S3LEG6
contig_1	cds	674354	674992	+	OBIBPL_00620		hypothetical protein	
contig_1	cds	674989	676164	+	OBIBPL_00621		Nuclease SbcCD subunit D	SO:0001217, UniRef:UniRef50_O83634
contig_1	cds	676161	679304	+	OBIBPL_00622		Nuclease SbcCD subunit C	SO:0001217, UniRef:UniRef50_O83635
contig_1	cds	679301	680782	+	OBIBPL_00623		Nicotinate phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_A0A352B8W9
contig_1	cds	680966	681778	+	OBIBPL_00624		Uncharacterized protein TP_0629	SO:0001217, UniRef:UniRef50_O83637
contig_1	cds	682017	682859	+	OBIBPL_00625		protein-glutamate O-methyltransferase	SO:0001217, UniRef:UniRef50_Q73PZ7
contig_1	cds	682844	684118	+	OBIBPL_00626		hypothetical protein	PFAM:PF00072.30, PFAM:PF01339.22
contig_1	cds	684223	685236	+	OBIBPL_00627		Tryptophan--tRNA ligase	SO:0001217, UniRef:UniRef50_O84589
contig_1	cds	685377	686252	+	OBIBPL_00628		Peptide methionine sulfoxide reductase MsrB/MsrA	SO:0001217, UniRef:UniRef50_O83641
contig_1	cds	686371	688842	+	OBIBPL_00629		DNA ligase	SO:0001217, UniRef:UniRef50_O83642
contig_1	cds	688877	689641	-	OBIBPL_00630		hypothetical protein	
contig_1	cds	689685	690635	-	OBIBPL_00631		tRNA dimethylallyltransferase 2	SO:0001217, UniRef:UniRef50_Q73MR1
contig_1	cds	690859	691293	-	OBIBPL_00632		hypothetical protein	
contig_1	tRNA	691374	691447	-	OBIBPL_00633	trnR	tRNA-Arg(tcg)	SO:0001036
contig_1	tRNA	691462	691533	-	OBIBPL_00634	trnH	tRNA-His(gtg)	SO:0000262
contig_1	tRNA	691670	691742	+	OBIBPL_00635	trnF	tRNA-Phe(gaa)	SO:0000267
contig_1	cds	691842	693677	+	OBIBPL_00636		Methyl-accepting chemotaxis protein	SO:0001217, UniRef:UniRef50_F7XRE6
contig_1	cds	693701	695545	+	OBIBPL_00637		Methyl-accepting chemotaxis protein	SO:0001217, UniRef:UniRef50_F7XT74
contig_1	cds	695563	696966	-	OBIBPL_00638		Histidine--tRNA ligase	SO:0001217, UniRef:UniRef50_O83647
contig_1	cds	697032	698792	+	OBIBPL_00639		Phosphomannomutase (ManB)	SO:0001217, UniRef:UniRef50_O83648
contig_1	cds	698789	699436	+	OBIBPL_00640		3'-5' exonuclease	SO:0001217, UniRef:UniRef50_A0A0B7GYG6
contig_1	cds	699433	701019	-	OBIBPL_00641		Lysine--tRNA ligase	SO:0001217, UniRef:UniRef50_O51603
contig_1	cds	701285	702427	-	OBIBPL_00642		Lipoprotein	SO:0001217, UniRef:UniRef50_O83652
contig_1	cds	702519	703799	-	OBIBPL_00643		Serine--tRNA ligase	SO:0001217, UniRef:UniRef50_O51244
contig_1	cds	703849	705825	-	OBIBPL_00644		Tetratricopeptide repeat protein	SO:0001217, UniRef:UniRef50_M2BC36
contig_1	cds	705842	706639	-	OBIBPL_00645		Magnesium/cobalt efflux protein	SO:0001217, UniRef:UniRef50_A0A660TX85
contig_1	cds	706627	707109	-	OBIBPL_00646	ybeY	Endoribonuclease YbeY	SO:0001217, UniRef:UniRef50_O83656
contig_1	cds	707115	709679	-	OBIBPL_00647		HD domain-containing protein	SO:0001217, UniRef:UniRef50_F7XRF0
contig_1	cds	709716	710843	+	OBIBPL_00648	potA	Spermidine/putrescine import ATP-binding protein PotA	SO:0001217, UniRef:UniRef50_Q8RI39
contig_1	cds	710840	711739	+	OBIBPL_00649		Spermidine/putrescine ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A1G3LLX4
contig_1	cds	711732	712550	+	OBIBPL_00650		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_S3JWD5
contig_1	cds	712586	713632	+	OBIBPL_00651		Spermidine/putrescine-binding protein	SO:0001217, UniRef:UniRef50_A0AA45C4X2
contig_1	cds	713687	713908	-	OBIBPL_00652	csrA	Translational regulator CsrA	SO:0001217, UniRef:UniRef50_Q8ENI0
contig_1	cds	713902	714354	-	OBIBPL_00653	fliW	Flagellar assembly factor FliW	SO:0001217, UniRef:UniRef50_O83664
contig_1	cds	714373	715623	-	OBIBPL_00654		Flagellar hook-associated protein 3	SO:0001217, UniRef:UniRef50_S3L8P6
contig_1	cds	715657	717534	-	OBIBPL_00655		Flagellar hook-associated protein 1	SO:0001217, UniRef:UniRef50_F7XT88
contig_1	cds	717640	718152	-	OBIBPL_00656		hypothetical protein	
contig_1	cds	718275	719273	-	OBIBPL_00657		Fructose-1,6-bisphosphate aldolase, class II	SO:0001217, UniRef:UniRef50_B0P7X0
contig_1	cds	719540	720268	+	OBIBPL_00658	flaA	Flagellar filament outer layer protein FlaA	SO:0001217, UniRef:UniRef50_A0A9D9HH76
contig_1	cds	720265	720990	+	OBIBPL_00659	flaA	Flagellar filament outer layer protein FlaA	SO:0001217, UniRef:UniRef50_S3KE00
contig_1	cds	721008	721763	-	OBIBPL_00660		hypothetical protein	
contig_1	cds	721760	721936	-	OBIBPL_00661		hypothetical protein	
contig_1	cds	722097	723752	-	OBIBPL_00662		Bifunctional phosphoribulokinase/uridine kinase	SO:0001217, UniRef:UniRef50_F7XT95
contig_1	tRNA	723836	723908	+	OBIBPL_00663	trnP	tRNA-Pro(tgg)	SO:0000268
contig_1	cds	723995	724597	-	OBIBPL_00664		hypothetical protein	SO:0001217, UniRef:UniRef50_F7XRF1
contig_1	cds	724594	728106	-	OBIBPL_00665		DNA polymerase III subunit alpha	SO:0001217, UniRef:UniRef50_O83675
contig_1	tRNA	728226	728299	+	OBIBPL_00666	trnR	tRNA-Arg(tct)	SO:0001036
contig_1	cds	729453	730454	-	OBIBPL_00667		Ethanolaminephosphotransferase	SO:0001217, UniRef:UniRef50_F7XT98
contig_1	cds	730518	731993	-	OBIBPL_00668		Glycine--tRNA ligase	SO:0001217, UniRef:UniRef50_F4GJE0
contig_1	cds	732041	733744	-	OBIBPL_00669		Glutamate--tRNA ligase	SO:0001217, UniRef:UniRef50_O51345
contig_1	cds	733831	734439	+	OBIBPL_00670		hypothetical protein	PFAM:PF01713.27
contig_1	cds	734403	735443	+	OBIBPL_00671		Uncharacterized protein TP_0675	SO:0001217, UniRef:UniRef50_O83681
contig_1	cds	735455	735733	-	OBIBPL_00672		hypothetical protein	
contig_1	cds	735755	736363	-	OBIBPL_00673		hypothetical protein	
contig_1	tRNA	736453	736524	+	OBIBPL_00674	trnV	tRNA-Val(cac)	SO:0000273
contig_1	cds	736617	737540	+	OBIBPL_00675		hypothetical protein	
contig_1	cds	737537	737854	+	OBIBPL_00676		hypothetical protein	
contig_1	cds	737895	738953	-	OBIBPL_00677		tRNA N6-adenosine threonylcarbamoyltransferase	SO:0001217, UniRef:UniRef50_O83686
contig_1	cds	739004	740137	-	OBIBPL_00678		hypothetical protein	PFAM:PF00842.27, PFAM:PF01168.26
contig_1	cds	740166	740768	-	OBIBPL_00679		hypothetical protein	
contig_1	cds	740822	741955	+	OBIBPL_00680		hypothetical protein	PFAM:PF00348.22
contig_1	cds	742248	743459	+	OBIBPL_00681		Glucose/galactose-binding lipoprotein	SO:0001217, UniRef:UniRef50_Q08255
contig_1	cds	743579	745069	+	OBIBPL_00682		Ribose/galactose/methyl galactoside import ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A174H7S0
contig_1	cds	745084	746679	+	OBIBPL_00683	mglC	Galactose/methyl galactoside import permease protein MglC	SO:0001217, UniRef:UniRef50_Q57321
contig_1	cds	746807	748867	-	OBIBPL_00684	recG	ATP-dependent DNA helicase RecG	SO:0001217, UniRef:UniRef50_P96130
contig_1	cds	748923	749915	-	OBIBPL_00685		hypothetical protein	PFAM:PF02016.21, PFAM:PF17676.7
contig_1	cds	749937	751319	-	OBIBPL_00686		hypothetical protein	PFAM:PF00009.33, PFAM:PF00025.27, PFAM:PF00071.28, PFAM:PF00350.29, PFAM:PF00910.28, PFAM:PF02263.25, PFAM:PF02421.24, PFAM:PF03193.22, PFAM:PF04548.22, PFAM:PF04670.18, PFAM:PF08477.19, PFAM:PF09439.16, PFAM:PF14714.11
contig_1	cds	751355	751936	-	OBIBPL_00687		Uncharacterized protein TP_0690	SO:0001217, UniRef:UniRef50_O83688
contig_1	cds	751929	752687	-	OBIBPL_00688		Segregation and condensation protein A	SO:0001217, UniRef:UniRef50_H9UJ85
contig_1	cds	752715	753938	-	OBIBPL_00689	recA	Protein RecA	SO:0001217, UniRef:UniRef50_W2CMV3
contig_1	tRNA	754007	754080	-	OBIBPL_00690	trnI	tRNA-Ile2(cat)	SO:0000263
contig_1	cds	754199	755521	-	OBIBPL_00691		hypothetical protein	
contig_1	cds	755681	756358	+	OBIBPL_00692		hypothetical protein	
contig_1	cds	756446	758239	+	OBIBPL_00693		Biotin carboxylase	SO:0001217, UniRef:UniRef50_F7XTC2
contig_1	cds	758227	759045	-	OBIBPL_00694		putative nicotinamidase	SO:0001217, UniRef:UniRef50_F7XTC3
contig_1	cds	759125	759760	-	OBIBPL_00695		DUF2715 domain-containing protein	SO:0001217, UniRef:UniRef50_O83695
contig_1	cds	759764	760318	-	OBIBPL_00696		Uncharacterized protein TP_0698	SO:0001217, UniRef:UniRef50_O83696
contig_1	cds	760436	760828	-	OBIBPL_00697		hypothetical protein	
contig_1	cds	760966	761169	-	OBIBPL_00698		DNA-directed RNA polymerase subunit omega	SO:0001217, UniRef:UniRef50_A0A0B7GZ33
