# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	499991	500728	-	LIHGCB_00470		putative transcriptional regulatory protein DET0444	SO:0001217, UniRef:UniRef50_Q3Z9B1
contig_1	cds	500869	502476	-	LIHGCB_00471		Glucose-6-phosphate isomerase	SO:0001217, UniRef:UniRef50_O83488
contig_1	cds	502540	503886	-	LIHGCB_00472		Acetate kinase	SO:0001217, UniRef:UniRef50_A0A0S7Y554
contig_1	cds	503975	504679	-	LIHGCB_00473		hypothetical protein	PFAM:PF01182.26
contig_1	cds	504740	506287	-	LIHGCB_00474		Glucose-6-phosphate 1-dehydrogenase	SO:0001217, UniRef:UniRef50_O83491
contig_1	cds	506359	506964	-	LIHGCB_00475		DUF2715 domain-containing protein	SO:0001217, UniRef:UniRef50_O83492
contig_1	cds	507146	507634	+	LIHGCB_00476		hypothetical protein	
contig_1	cds	507666	509915	+	LIHGCB_00477		TIGR03545 family protein	SO:0001217, UniRef:UniRef50_F7XST7
contig_1	cds	509982	511106	-	LIHGCB_00478		Uncharacterized protein TP_0483	SO:0001217, UniRef:UniRef50_O83496
contig_1	cds	511093	513015	-	LIHGCB_00479		Uncharacterized protein TP_0484	SO:0001217, UniRef:UniRef50_O83497
contig_1	cds	513002	514846	-	LIHGCB_00480		hypothetical protein	PFAM:PF00211.25, PFAM:PF00672.30
contig_1	cds	514843	516438	-	LIHGCB_00481		Antigen, p83/100	SO:0001217, UniRef:UniRef50_O83499
contig_1	cds	516527	518548	-	LIHGCB_00482		hypothetical protein	PFAM:PF13360.12, SO:0001217, UniRef:UniRef50_F7XSU2
contig_1	cds	518627	520936	+	LIHGCB_00483		Methyl-accepting chemotaxis protein	SO:0001217, UniRef:UniRef50_S3LQU2
contig_1	tRNA	521049	521123	+	LIHGCB_00484	trnT	tRNA-Thr(tgt)	SO:0000270
contig_1	tRNA	521133	521214	+	LIHGCB_00485	trnY	tRNA-Tyr(gta)	SO:0000272
contig_1	cds	521396	522364	+	LIHGCB_00486		Metallo-beta-lactamase domain-containing protein	SO:0001217, UniRef:UniRef50_O83502
contig_1	cds	522361	522549	+	LIHGCB_00487		hypothetical protein	
contig_1	cds	522556	523611	+	LIHGCB_00488		Endolytic murein transglycosylase	SO:0001217, UniRef:UniRef50_O83504
contig_1	cds	523615	525432	+	LIHGCB_00489		DNA primase	SO:0001217, UniRef:UniRef50_O83505
contig_1	cds	525432	527264	+	LIHGCB_00490	rpoD	RNA polymerase sigma factor RpoD	SO:0001217, UniRef:UniRef50_A0A098R2B9
contig_1	cds	527274	528095	+	LIHGCB_00491		hypothetical protein	PFAM:PF02591.20
contig_1	ncRNA	528116	528458	+	LIHGCB_00492	RNaseP_bact_a	Bacterial RNase P class A	RFAM:RF00010, SO:0000386
contig_1	cds	528470	529414	+	LIHGCB_00493		Tetratricopeptide repeat protein	SO:0001217, UniRef:UniRef50_O83509
contig_1	cds	529427	530461	+	LIHGCB_00494	mreB	Cell shape-determining protein MreB	SO:0001217, UniRef:UniRef50_A0A6N2UAA3
contig_1	cds	530466	531329	+	LIHGCB_00495	mreC	Cell shape-determining protein MreC	SO:0001217, UniRef:UniRef50_F7XSV0
contig_1	cds	531326	531832	+	LIHGCB_00496		hypothetical protein	
contig_1	cds	531833	533707	+	LIHGCB_00497		Peptidoglycan glycosyltransferase	SO:0001217, UniRef:UniRef50_H7EM86
contig_1	cds	533704	535005	+	LIHGCB_00498	rodA	Peptidoglycan glycosyltransferase RodA	SO:0001217, UniRef:UniRef50_U1FLW8
contig_1	cds	535031	535927	+	LIHGCB_00499		hypothetical protein	PFAM:PF00023.36, PFAM:PF12796.13, PFAM:PF13606.12, PFAM:PF13637.12, PFAM:PF13857.12
contig_1	cds	535927	536469	+	LIHGCB_00500		hypothetical protein	
contig_1	cds	536600	537934	-	LIHGCB_00501		Hexokinase	SO:0001217, UniRef:UniRef50_F7XSV6
contig_1	tRNA	538294	538366	+	LIHGCB_00502	trnK	tRNA-Lys(ctt)	SO:0000265
contig_1	tRNA	538426	538506	+	LIHGCB_00503	trnL	tRNA-Leu(tag)	SO:0000264
contig_1	tRNA	538517	538588	+	LIHGCB_00504	trnG	tRNA-Gly(gcc)	SO:0000260
contig_1	cds	538669	539997	+	LIHGCB_00505		Trigger factor	SO:0001217, UniRef:UniRef50_O83519
contig_1	cds	539990	540601	+	LIHGCB_00506		ATP-dependent Clp protease proteolytic subunit	SO:0001217, UniRef:UniRef50_A0A1X9SQ81
contig_1	cds	540588	541835	+	LIHGCB_00507	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	SO:0001217, UniRef:UniRef50_A0A4Q3SQQ7
contig_1	cds	541932	542498	+	LIHGCB_00508		Alkyl hydroperoxide reductase C	SO:0001217, UniRef:UniRef50_P0AE08
contig_1	cds	542679	544487	-	LIHGCB_00509		Elongation factor 4	SO:0001217, UniRef:UniRef50_O83523
contig_1	cds	544553	545164	+	LIHGCB_00510		CarD-like/TRCF RNAP-interacting domain-containing protein	SO:0001217, UniRef:UniRef50_S3L8C6
contig_1	cds	545161	546408	+	LIHGCB_00511		Bifunctional enzyme IspD/IspF	SO:0001217, UniRef:UniRef50_O83525
contig_1	cds	546428	547882	+	LIHGCB_00512		Trk family potassium (K+) transporter, membrane protein	SO:0001217, UniRef:UniRef50_F7XRD5
contig_1	cds	547948	550878	+	LIHGCB_00513		UvrABC system protein A	SO:0001217, UniRef:UniRef50_O83527
contig_1	cds	550875	553856	+	LIHGCB_00514	lptD	LptD C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H3BKN6
contig_1	cds	553870	555450	-	LIHGCB_00515	murJ	putative lipid II flippase MurJ	SO:0001217, UniRef:UniRef50_O83529
contig_1	cds	555447	556037	-	LIHGCB_00516	ruvC	Crossover junction endodeoxyribonuclease RuvC	SO:0001217, UniRef:UniRef50_O83530
contig_1	cds	556019	556711	-	LIHGCB_00517		Thiamine diphosphokinase	SO:0001217, UniRef:UniRef50_O83531
contig_1	cds	556708	558084	-	LIHGCB_00518		Sigma-54 factor interaction domain-containing protein	SO:0001217, UniRef:UniRef50_M2BGQ4
contig_1	cds	558094	559284	-	LIHGCB_00519		histidine kinase	SO:0001217, UniRef:UniRef50_C8PS47
contig_1	cds	559281	560552	-	LIHGCB_00520		DNA-directed DNA polymerase III gamma and tau subunits	SO:0001217, UniRef:UniRef50_F7XSW9
contig_1	cds	560563	561042	-	LIHGCB_00521		hypothetical protein	
contig_1	cds	561039	562193	-	LIHGCB_00522		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	SO:0001217, UniRef:UniRef50_Q73L91
contig_1	cds	562197	564842	-	LIHGCB_00523		Lon protease	SO:0001217, UniRef:UniRef50_C8PTN6
contig_1	cds	564978	565541	+	LIHGCB_00524		Elongation factor P	SO:0001217, UniRef:UniRef50_O83537
contig_1	cds	565689	567695	+	LIHGCB_00525		RNA helicase	SO:0001217, UniRef:UniRef50_O83538
contig_1	cds	567743	568372	-	LIHGCB_00526		hypothetical protein	
contig_1	cds	568467	569909	-	LIHGCB_00527		V-type ATP synthase beta chain	SO:0001217, UniRef:UniRef50_A0A373Q7I8
contig_1	cds	569906	571723	-	LIHGCB_00528		V-type ATP synthase alpha chain 2	SO:0001217, UniRef:UniRef50_O83541
contig_1	cds	571720	572346	-	LIHGCB_00529		hypothetical protein	
contig_1	cds	572352	572669	-	LIHGCB_00530		hypothetical protein	
contig_1	cds	572691	572987	-	LIHGCB_00531		hypothetical protein	PFAM:PF00137.26
contig_1	cds	572989	574674	-	LIHGCB_00532		hypothetical protein	
contig_1	cds	574667	575692	-	LIHGCB_00533		hypothetical protein	
contig_1	cds	575696	575980	-	LIHGCB_00534		hypothetical protein	
contig_1	cds	576037	576447	-	LIHGCB_00535		hypothetical protein	
contig_1	cds	576602	577351	-	LIHGCB_00536		Triosephosphate isomerase	SO:0001217, UniRef:UniRef50_A0A1B3B858
contig_1	cds	577502	578758	-	LIHGCB_00537		Phosphoglycerate kinase	SO:0001217, UniRef:UniRef50_O83549
contig_1	tRNA	578976	579048	+	LIHGCB_00538	trnN	tRNA-Asn(gtt)	SO:0000257
contig_1	cds	579234	579599	+	LIHGCB_00539		Anti-sigma factor antagonist	SO:0001217, UniRef:UniRef50_A0A1V5WP12
contig_1	cds	579729	580688	+	LIHGCB_00540		GTPase Era	SO:0001217, UniRef:UniRef50_O83552
contig_1	cds	580685	582406	-	LIHGCB_00541		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase	SO:0001217, UniRef:UniRef50_Q9EZ02
contig_1	cds	582465	583148	-	LIHGCB_00542		hypothetical protein	PFAM:PF00633.29, PFAM:PF01330.27, PFAM:PF14520.12, PFAM:PF21176.3
contig_1	cds	583190	585064	-	LIHGCB_00543		hypothetical protein	PFAM:PF03372.29
contig_1	cds	585089	586036	-	LIHGCB_00544	mglB	D-galactose/methyl-galactoside binding periplasmic protein MglB	SO:0001217, UniRef:UniRef50_O83556
contig_1	cds	586135	587850	-	LIHGCB_00545		Periplasmic serine protease, putative	SO:0001217, UniRef:UniRef50_O83557
contig_1	cds	587847	588908	-	LIHGCB_00546		4-hydroxy-3-methylbut-2-enyl diphosphate reductase	SO:0001217, UniRef:UniRef50_O83558
contig_1	cds	589117	590430	+	LIHGCB_00547		UPF0164 protein TP_0548	SO:0001217, UniRef:UniRef50_O83559
contig_1	cds	590580	593024	+	LIHGCB_00548	clpA	ClpA	SO:0001217, UniRef:UniRef50_E9KYV3
contig_1	cds	593065	594552	-	LIHGCB_00549	mnmE	tRNA modification GTPase MnmE	SO:0001217, UniRef:UniRef50_O83561
contig_1	cds	594556	595644	-	LIHGCB_00550		Phosphatase	SO:0001217, UniRef:UniRef50_O83562
contig_1	cds	595657	596190	-	LIHGCB_00551		Uncharacterized protein TP_0552	SO:0001217, UniRef:UniRef50_O83563
contig_1	tRNA	596266	596337	-	LIHGCB_00552	trnC	tRNA-Cys(gca)	SO:0000258
contig_1	cds	596434	597645	+	LIHGCB_00553		Putative transport protein TP_0553	SO:0001217, UniRef:UniRef50_O83564
contig_1	cds	597689	598348	+	LIHGCB_00554		HAD-superfamily hydrolase, subfamily IA	SO:0001217, UniRef:UniRef50_Q73J60
contig_1	cds	598422	599603	-	LIHGCB_00555		DAACS family dicarboxylate/amino acid:sodium (Na+) or proton (H+) symporter	SO:0001217, UniRef:UniRef50_F7XT06
contig_1	cds	599826	600818	-	LIHGCB_00556		Aspartate--ammonia ligase	SO:0001217, UniRef:UniRef50_P00963
contig_1	cds	600923	601636	+	LIHGCB_00557		DUF1007 domain-containing protein	SO:0001217, UniRef:UniRef50_C8PSP8
contig_1	cds	601666	602574	+	LIHGCB_00558		Nickel/cobalt efflux system	SO:0001217, UniRef:UniRef50_F7XT09
contig_1	cds	602636	603841	+	LIHGCB_00559		putative tRNA sulfurtransferase	SO:0001217, UniRef:UniRef50_O83570
contig_1	cds	603894	605879	-	LIHGCB_00560		Transketolase	SO:0001217, UniRef:UniRef50_O83571
contig_1	cds	605990	606841	-	LIHGCB_00561		hypothetical protein	PFAM:PF04536.20
contig_1	cds	607012	608148	+	LIHGCB_00562		N-acetylneuraminate synthase	SO:0001217, UniRef:UniRef50_F7XT13
contig_1	cds	608145	608552	+	LIHGCB_00563		J domain-containing protein	SO:0001217, UniRef:UniRef50_O83574
contig_1	cds	608549	610585	+	LIHGCB_00564		Uncharacterized protein TP_0564	SO:0001217, UniRef:UniRef50_O83575
contig_1	cds	610467	611684	-	LIHGCB_00565		hypothetical protein	
contig_1	cds	611698	613185	-	LIHGCB_00566		Alginate O-acetylation protein	SO:0001217, UniRef:UniRef50_F7XRE0
contig_1	cds	613217	613837	-	LIHGCB_00567		hypothetical protein	
contig_1	cds	613916	614548	-	LIHGCB_00568		2-dehydro-3-deoxy-phosphogluconate aldolase	SO:0001217, UniRef:UniRef50_A0A800JEI1
contig_1	cds	614670	616910	-	LIHGCB_00569		Xaa-Pro aminopeptidase	SO:0001217, UniRef:UniRef50_F7XT17
contig_1	cds	617019	617804	-	LIHGCB_00570		TPM domain-containing protein	SO:0001217, UniRef:UniRef50_O83580
contig_1	cds	617891	618505	-	LIHGCB_00571	lemA	LemA family protein	SO:0001217, UniRef:UniRef50_S3K4E6
contig_1	cds	618574	619656	-	LIHGCB_00572		hypothetical protein	PFAM:PF01794.25, PFAM:PF04205.19
contig_1	cds	619766	621070	-	LIHGCB_00573		Putative DD-carboxypeptidase TP_0574	SO:0001217, UniRef:UniRef50_P29723
contig_1	cds	621182	623239	+	LIHGCB_00574		Phosphoenolpyruvate-protein phosphotransferase	SO:0001217, UniRef:UniRef50_F7XT20
contig_1	cds	623302	624408	+	LIHGCB_00575		Peptide chain release factor 2	SO:0001217, UniRef:UniRef50_B0KBU6
contig_1	cds	624375	626120	+	LIHGCB_00576		Uncharacterized protein TP_0577	SO:0001217, UniRef:UniRef50_O83586
contig_1	cds	626133	627014	+	LIHGCB_00577		hypothetical protein	PFAM:PF00448.28, PFAM:PF02881.24
contig_1	cds	627011	627787	+	LIHGCB_00578		hypothetical protein	
contig_1	cds	627780	629069	+	LIHGCB_00579		ABC3 transporter permease protein domain-containing protein	SO:0001217, UniRef:UniRef50_M2BQ49
contig_1	cds	629062	629742	+	LIHGCB_00580	lolD	Lipoprotein-releasing system ATP-binding protein LolD	SO:0001217, UniRef:UniRef50_F5YM16
contig_1	cds	629739	631226	+	LIHGCB_00581		Lipoprotein ABC superfamily ATP binding cassette transporter, membrane protein	SO:0001217, UniRef:UniRef50_F7XT27
contig_1	cds	631322	632731	+	LIHGCB_00582		Uncharacterized protein TP_0584	SO:0001217, UniRef:UniRef50_O83593
contig_1	cds	632724	634367	+	LIHGCB_00583		Oligopeptide ABC superfamily ATP binding cassette transporter, membrane/binding protein	SO:0001217, UniRef:UniRef50_F7XRE5
contig_1	cds	634456	637092	+	LIHGCB_00584		Leucine--tRNA ligase	SO:0001217, UniRef:UniRef50_A4IRY3
contig_1	cds	637072	638094	-	LIHGCB_00585		hypothetical protein	PFAM:PF21694.2
contig_1	cds	638182	638448	-	LIHGCB_00586		hypothetical protein	PFAM:PF00381.24
contig_1	cds	638493	639527	-	LIHGCB_00587		HPr kinase/phosphorylase	SO:0001217, UniRef:UniRef50_O83600
contig_1	tRNA	639631	639703	+	LIHGCB_00588	trnR	tRNA-Arg(cct)	SO:0001036
contig_1	tRNA	639714	639788	-	LIHGCB_00589	trnP	tRNA-Pro(cgg)	SO:0000268
contig_1	tRNA	639840	639913	-	LIHGCB_00590	trnD	tRNA-Asp(gtc)	SO:0000256
contig_1	tRNA	639983	640055	-	LIHGCB_00591	trnM	tRNA-Met(cat)	SO:0000266
contig_1	cds	640215	641717	+	LIHGCB_00592		Peptidase M15C domain-containing protein	SO:0001217, UniRef:UniRef50_O83601
contig_1	cds	641768	643687	+	LIHGCB_00593		Uncharacterized protein TP_0593	SO:0001217, UniRef:UniRef50_O83602
contig_1	cds	643722	644312	-	LIHGCB_00594		DUF2147 domain-containing protein	SO:0001217, UniRef:UniRef50_O83603
contig_1	cds	644416	645051	-	LIHGCB_00595		hypothetical protein	PFAM:PF00406.28, PFAM:PF05191.20, PFAM:PF13207.12
contig_1	cds	645075	646187	-	LIHGCB_00596		Poly(A) polymerase	SO:0001217, UniRef:UniRef50_A0A0B7GWZ2
contig_1	cds	646295	648415	-	LIHGCB_00597		Uncharacterized protein TP_0598	SO:0001217, UniRef:UniRef50_O83607
contig_1	cds	648396	649049	-	LIHGCB_00598		hypothetical protein	
contig_1	cds	649059	650411	-	LIHGCB_00599		Putative zinc metalloprotease TP_0600	SO:0001217, UniRef:UniRef50_O83609
contig_1	cds	650408	651538	-	LIHGCB_00600		1-deoxy-D-xylulose 5-phosphate reductoisomerase	SO:0001217, UniRef:UniRef50_O83610
contig_1	cds	651535	652398	-	LIHGCB_00601		Phosphatidate cytidylyltransferase	SO:0001217, UniRef:UniRef50_O83611
contig_1	cds	652395	653081	-	LIHGCB_00602		Isoprenyl transferase	SO:0001217, UniRef:UniRef50_A0A2G6I0Y2
contig_1	cds	653087	653638	-	LIHGCB_00603		Ribosome-recycling factor	SO:0001217, UniRef:UniRef50_B8DSA1
contig_1	cds	653742	654614	-	LIHGCB_00604		Elongation factor Ts	SO:0001217, UniRef:UniRef50_O83614
contig_1	cds	654705	655580	-	LIHGCB_00605		Small ribosomal subunit protein uS2	SO:0001217, UniRef:UniRef50_A5N828
contig_1	tRNA	655777	655850	+	LIHGCB_00606	trnR	tRNA-Arg(ccg)	SO:0001036
contig_1	cds	655945	656673	-	LIHGCB_00607		Uncharacterized protein TP_0608	SO:0001217, UniRef:UniRef50_O83617
contig_1	cds	656937	658724	+	LIHGCB_00608		Asparagine--tRNA ligase	SO:0001217, UniRef:UniRef50_O83618
contig_1	cds	658734	660815	+	LIHGCB_00609		Tpr protein H	SO:0001217, UniRef:UniRef50_F7XT50
contig_1	cds	660957	661736	+	LIHGCB_00610		ABC superfamily ATP binding cassette transporter, ABC protein	SO:0001217, UniRef:UniRef50_F7XT51
contig_1	cds	661817	663256	+	LIHGCB_00611	sufB	Fe-S cluster assembly protein SufB	SO:0001217, UniRef:UniRef50_A0A3G9KAX6
contig_1	cds	663283	664431	+	LIHGCB_00612		SUF system FeS cluster assembly SufBD core domain-containing protein	SO:0001217, UniRef:UniRef50_O83622
contig_1	cds	664428	665642	+	LIHGCB_00613		hypothetical protein	PFAM:PF00155.27, PFAM:PF00266.25, PFAM:PF01041.23
contig_1	cds	665693	666136	+	LIHGCB_00614		Nitrogen fixation protein (NifU)	SO:0001217, UniRef:UniRef50_O83624
contig_1	cds	666133	666921	+	LIHGCB_00615		Ribose-5-phosphate isomerase A	SO:0001217, UniRef:UniRef50_O83625
contig_1	cds	666946	667650	-	LIHGCB_00616		Uncharacterized protein TP_0619	SO:0001217, UniRef:UniRef50_O83628
contig_1	cds	667816	669528	-	LIHGCB_00617		hypothetical protein	PFAM:PF02722.21
contig_1	cds	669701	669997	+	LIHGCB_00618		hypothetical protein	
contig_1	cds	670144	671925	-	LIHGCB_00619		Tetratricopeptide repeat protein	SO:0001217, UniRef:UniRef50_O83630
contig_1	cds	672089	673681	+	LIHGCB_00620		hypothetical protein	PFAM:PF01464.25, PFAM:PF01476.26
contig_1	cds	673685	675112	+	LIHGCB_00621		OmpA-like domain-containing protein	SO:0001217, UniRef:UniRef50_S3LEG6
contig_1	cds	675226	675864	+	LIHGCB_00622		hypothetical protein	
contig_1	cds	675861	677036	+	LIHGCB_00623		Nuclease SbcCD subunit D	SO:0001217, UniRef:UniRef50_O83634
contig_1	cds	677033	680176	+	LIHGCB_00624		Nuclease SbcCD subunit C	SO:0001217, UniRef:UniRef50_O83635
contig_1	cds	680173	681654	+	LIHGCB_00625		Nicotinate phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_A0A352B8W9
contig_1	cds	681838	682650	+	LIHGCB_00626		Uncharacterized protein TP_0629	SO:0001217, UniRef:UniRef50_O83637
contig_1	cds	682889	683731	+	LIHGCB_00627		protein-glutamate O-methyltransferase	SO:0001217, UniRef:UniRef50_Q73PZ7
contig_1	cds	683716	684990	+	LIHGCB_00628		hypothetical protein	PFAM:PF00072.30, PFAM:PF01339.22
contig_1	cds	685095	686108	+	LIHGCB_00629		Tryptophan--tRNA ligase	SO:0001217, UniRef:UniRef50_O84589
contig_1	cds	686249	687124	+	LIHGCB_00630		Peptide methionine sulfoxide reductase MsrB/MsrA	SO:0001217, UniRef:UniRef50_O83641
contig_1	cds	687243	689714	+	LIHGCB_00631		DNA ligase	SO:0001217, UniRef:UniRef50_O83642
contig_1	cds	689749	690519	-	LIHGCB_00632		hypothetical protein	
contig_1	cds	690557	691507	-	LIHGCB_00633		tRNA dimethylallyltransferase 2	SO:0001217, UniRef:UniRef50_Q73MR1
contig_1	cds	691731	692165	-	LIHGCB_00634		hypothetical protein	
contig_1	tRNA	692246	692319	-	LIHGCB_00635	trnR	tRNA-Arg(tcg)	SO:0001036
contig_1	tRNA	692334	692405	-	LIHGCB_00636	trnH	tRNA-His(gtg)	SO:0000262
contig_1	tRNA	692542	692614	+	LIHGCB_00637	trnF	tRNA-Phe(gaa)	SO:0000267
contig_1	cds	694573	696417	+	LIHGCB_00638		Methyl-accepting chemotaxis protein	SO:0001217, UniRef:UniRef50_F7XT74
contig_1	cds	696435	697838	-	LIHGCB_00639		Histidine--tRNA ligase	SO:0001217, UniRef:UniRef50_O83647
contig_1	cds	697904	699664	+	LIHGCB_00640		Phosphomannomutase (ManB)	SO:0001217, UniRef:UniRef50_O83648
contig_1	cds	699661	700308	+	LIHGCB_00641		3'-5' exonuclease	SO:0001217, UniRef:UniRef50_A0A0B7GYG6
contig_1	cds	700305	701891	-	LIHGCB_00642		Lysine--tRNA ligase	SO:0001217, UniRef:UniRef50_O51603
contig_1	cds	702157	703299	-	LIHGCB_00643		Lipoprotein	SO:0001217, UniRef:UniRef50_O83652
contig_1	cds	703391	704671	-	LIHGCB_00644		Serine--tRNA ligase	SO:0001217, UniRef:UniRef50_O51244
contig_1	cds	704721	706697	-	LIHGCB_00645		Tetratricopeptide repeat protein	SO:0001217, UniRef:UniRef50_M2BC36
contig_1	cds	706714	707511	-	LIHGCB_00646		Magnesium/cobalt efflux protein	SO:0001217, UniRef:UniRef50_A0A660TX85
contig_1	cds	707499	707981	-	LIHGCB_00647	ybeY	Endoribonuclease YbeY	SO:0001217, UniRef:UniRef50_O83656
contig_1	cds	707987	710536	-	LIHGCB_00648		HD domain-containing protein	SO:0001217, UniRef:UniRef50_F7XRF0
contig_1	cds	710594	711721	+	LIHGCB_00649	potA	Spermidine/putrescine import ATP-binding protein PotA	SO:0001217, UniRef:UniRef50_Q8RI39
contig_1	cds	711718	712617	+	LIHGCB_00650		Spermidine/putrescine ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A1G3LLX4
contig_1	cds	712610	713428	+	LIHGCB_00651		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_S3JWD5
contig_1	cds	713464	714510	+	LIHGCB_00652		Spermidine/putrescine-binding protein	SO:0001217, UniRef:UniRef50_A0AA45C4X2
contig_1	cds	714565	714786	-	LIHGCB_00653	csrA	Translational regulator CsrA	SO:0001217, UniRef:UniRef50_Q8ENI0
contig_1	cds	714780	715232	-	LIHGCB_00654	fliW	Flagellar assembly factor FliW	SO:0001217, UniRef:UniRef50_O83664
contig_1	cds	715251	716501	-	LIHGCB_00655		Flagellar hook-associated protein 3	SO:0001217, UniRef:UniRef50_S3L8P6
contig_1	cds	716535	718412	-	LIHGCB_00656		Flagellar hook-associated protein 1	SO:0001217, UniRef:UniRef50_F7XT88
contig_1	cds	718518	719030	-	LIHGCB_00657		hypothetical protein	
contig_1	cds	719153	720151	-	LIHGCB_00658		Fructose-1,6-bisphosphate aldolase, class II	SO:0001217, UniRef:UniRef50_B0P7X0
contig_1	cds	720418	721146	+	LIHGCB_00659	flaA	Flagellar filament outer layer protein FlaA	SO:0001217, UniRef:UniRef50_A0A9D9HH76
contig_1	cds	721143	721868	+	LIHGCB_00660	flaA	Flagellar filament outer layer protein FlaA	SO:0001217, UniRef:UniRef50_S3KE00
contig_1	cds	721886	722641	-	LIHGCB_00661		hypothetical protein	
contig_1	cds	722638	722814	-	LIHGCB_00662		hypothetical protein	
contig_1	cds	722975	724630	-	LIHGCB_00663		Bifunctional phosphoribulokinase/uridine kinase	SO:0001217, UniRef:UniRef50_F7XT95
contig_1	tRNA	724714	724786	+	LIHGCB_00664	trnP	tRNA-Pro(tgg)	SO:0000268
contig_1	cds	724873	725475	-	LIHGCB_00665		hypothetical protein	SO:0001217, UniRef:UniRef50_F7XRF1
contig_1	cds	725472	728984	-	LIHGCB_00666		DNA polymerase III subunit alpha	SO:0001217, UniRef:UniRef50_O83675
contig_1	tRNA	729104	729177	+	LIHGCB_00667	trnR	tRNA-Arg(tct)	SO:0001036
contig_1	cds	730331	731332	-	LIHGCB_00668		Ethanolaminephosphotransferase	SO:0001217, UniRef:UniRef50_F7XT98
contig_1	cds	731396	732871	-	LIHGCB_00669		Glycine--tRNA ligase	SO:0001217, UniRef:UniRef50_F4GJE0
contig_1	cds	732919	734622	-	LIHGCB_00670		Glutamate--tRNA ligase	SO:0001217, UniRef:UniRef50_O51345
contig_1	cds	734709	735317	+	LIHGCB_00671		hypothetical protein	PFAM:PF01713.27
contig_1	cds	735281	736321	+	LIHGCB_00672		Uncharacterized protein TP_0675	SO:0001217, UniRef:UniRef50_O83681
contig_1	cds	736333	736611	-	LIHGCB_00673		hypothetical protein	
contig_1	cds	736633	737241	-	LIHGCB_00674		hypothetical protein	
contig_1	tRNA	737331	737402	+	LIHGCB_00675	trnV	tRNA-Val(cac)	SO:0000273
contig_1	cds	737495	738418	+	LIHGCB_00676		hypothetical protein	
contig_1	cds	738415	738732	+	LIHGCB_00677		hypothetical protein	
contig_1	cds	738773	739831	-	LIHGCB_00678		tRNA N6-adenosine threonylcarbamoyltransferase	SO:0001217, UniRef:UniRef50_O83686
contig_1	cds	739882	741015	-	LIHGCB_00679		hypothetical protein	PFAM:PF00842.27, PFAM:PF01168.26
contig_1	cds	741044	741646	-	LIHGCB_00680		hypothetical protein	
contig_1	cds	741700	742833	+	LIHGCB_00681		hypothetical protein	PFAM:PF00348.22
contig_1	cds	743126	744337	+	LIHGCB_00682		Glucose/galactose-binding lipoprotein	SO:0001217, UniRef:UniRef50_Q08255
contig_1	cds	744457	745947	+	LIHGCB_00683		Ribose/galactose/methyl galactoside import ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A174H7S0
contig_1	cds	745962	747557	+	LIHGCB_00684	mglC	Galactose/methyl galactoside import permease protein MglC	SO:0001217, UniRef:UniRef50_Q57321
contig_1	cds	747685	749745	-	LIHGCB_00685	recG	ATP-dependent DNA helicase RecG	SO:0001217, UniRef:UniRef50_P96130
contig_1	cds	749801	750793	-	LIHGCB_00686		hypothetical protein	PFAM:PF02016.21, PFAM:PF17676.7
contig_1	cds	750815	752197	-	LIHGCB_00687		hypothetical protein	PFAM:PF00009.33, PFAM:PF00025.27, PFAM:PF00071.28, PFAM:PF00350.29, PFAM:PF00910.28, PFAM:PF02263.25, PFAM:PF02421.24, PFAM:PF03193.22, PFAM:PF04548.22, PFAM:PF04670.18, PFAM:PF08477.19, PFAM:PF09439.16, PFAM:PF14714.11
contig_1	cds	752233	752814	-	LIHGCB_00688		Uncharacterized protein TP_0690	SO:0001217, UniRef:UniRef50_O83688
contig_1	cds	752807	753565	-	LIHGCB_00689		Segregation and condensation protein A	SO:0001217, UniRef:UniRef50_H9UJ85
contig_1	cds	753593	754816	-	LIHGCB_00690	recA	Protein RecA	SO:0001217, UniRef:UniRef50_W2CMV3
contig_1	tRNA	754885	754958	-	LIHGCB_00691	trnI	tRNA-Ile2(cat)	SO:0000263
contig_1	cds	755077	756399	-	LIHGCB_00692		hypothetical protein	
contig_1	cds	756559	757236	+	LIHGCB_00693		hypothetical protein	
contig_1	cds	757324	759117	+	LIHGCB_00694		Biotin carboxylase	SO:0001217, UniRef:UniRef50_F7XTC2
contig_1	cds	759105	759923	-	LIHGCB_00695		putative nicotinamidase	SO:0001217, UniRef:UniRef50_F7XTC3
contig_1	cds	760003	760638	-	LIHGCB_00696		DUF2715 domain-containing protein	SO:0001217, UniRef:UniRef50_O83695
contig_1	cds	760642	761100	-	LIHGCB_00697		hypothetical protein	PFAM:PF10895.14
contig_1	cds	761314	761706	-	LIHGCB_00698		hypothetical protein	
